ProductID,CategoryID,BrandID,SpecificationID,UniqueID,ModelID,CategoryName,BrandName,SpecificationName,UniqueFeature,Price,Stock,Category,Brand,Feature
B0006VPP1M,B000,6,6V,6VP,P1M,Smartphones,Lenovo,Mustard,Performance Mode,546.34,173,B000,6,P
B000XBIYN6,B000,X,XB,XBI,YN6,Smartphones,Xiaomi,Orange,Graphene Battery,2223.28,345,B000,X,I
B0002AHQSW,B000,2,2A,2AH,QSW,Smartphones,Samsung,Beige,Metal Build,978.82,72,B000,2,H
B00009TSJZ,B000,0,09,09T,SJZ,Smartphones,Generic,Brown,Temperature Sensor,2358.09,342,B000,0,T
B000E4BATC,B000,E,E4,E4B,ATC,Smartphones,Epson,Red,OLED Display,2202.42,165,B000,E,B
B000YDDI34,B000,Y,YD,YDD,I34,Smartphones,Yamaha,Dark Blue,Gaming Optimized,257.18,494,B000,Y,D
B0003009JE,B000,3,30,300,9JE,Smartphones,Sony,Black,Standard,2075.13,199,B000,3,0
B00008XOH6,B000,0,08,08X,OH6,Smartphones,Generic,Pink,X-Ray Mode,588.57,11,B000,0,X
B000QYN9LW,B000,Q,QY,QYN,9LW,Smartphones,Qualcomm,Olive,Noise Reduction,1099.01,398,B000,Q,N
B000HSEEUM,B000,H,HS,HSE,EUM,Smartphones,Huawei,Turquoise,Smart Assistant,1326.53,276,B000,H,E
B000U5A7O4,B000,U,U5,U5A,7O4,Smartphones,Ulefone,Blue,Touchscreen,2613.65,132,B000,U,A
B0003069Z2,B000,3,30,306,9Z2,Smartphones,Sony,Black,Water Resistant,803.78,114,B000,3,6
B000EHULQW,B000,E,EH,EHU,LQW,Smartphones,Epson,Lavender,Ultra HD,547.43,404,B000,E,U
B000UZUFGY,B000,U,UZ,UZU,FGY,Smartphones,Ulefone,Ice Blue,Ultra HD,309.24,370,B000,U,U
B000IXUI5G,B000,I,IX,IXU,I5G,Smartphones,Intel,Crimson,Ultra HD,1136.5,231,B000,I,U
B000DZACIC,B000,D,DZ,DZA,CIC,Smartphones,DJI,Ice Blue,Touchscreen,1722.78,421,B000,D,A
B0004LZ1N6,B000,4,4L,4LZ,1N6,Smartphones,Dell,Navy,Zero Latency,2564.31,291,B000,4,Z
B00007KJUU,B000,0,07,07K,JUU,Smartphones,Generic,Purple,Kinetic Charging,192.86,352,B000,0,K
B000UZMZQW,B000,U,UZ,UZM,ZQW,Smartphones,Ulefone,Ice Blue,MagSafe Compatible,1798.07,425,B000,U,M
B000VILMO4,B000,V,VI,VIL,MO4,Smartphones,Vivo,Charcoal,Long Battery Life,2291.89,153,B000,V,L
B00043L6SI,B000,4,43,43L,6SI,Smartphones,Dell,Gold,Long Battery Life,1018.42,440,B000,4,L
B00000J3WH,B000,0,00,00J,3WH,Smartphones,Generic,Black,JBL-Tuned Audio,2034.8,107,B000,0,J
B0003MUQ72,B000,3,3M,3MU,Q72,Smartphones,Sony,Burgundy,Ultra HD,1326.48,73,B000,3,U
B00006BAQA,B000,0,06,06B,AQA,Smartphones,Generic,Green,OLED Display,194.34,292,B000,0,B
B000AAX5C0,B000,A,AA,AAX,5C0,Smartphones,Google,Beige,X-Ray Mode,2298.37,33,B000,A,X
B000KL2Z7K,B000,K,KL,KL2,Z7K,Smartphones,Kodak,Navy,High Refresh Rate,344.62,115,B000,K,2
B000ZEVNYS,B000,Z,ZE,ZEV,NYS,Smartphones,Zeiss,Lime,Voice Control,2077.74,347,B000,Z,V
B0000668GS,B000,0,06,066,8GS,Smartphones,Generic,Green,Water Resistant,1507.37,302,B000,0,6
B000U0Z4I8,B000,U,U0,U0Z,4I8,Smartphones,Ulefone,Black,Zero Latency,542.26,399,B000,U,Z
B00021ZVL0,B000,2,21,21Z,VL0,Smartphones,Samsung,White,Zero Latency,68.97,332,B000,2,Z
B000WH6XZM,B000,W,WH,WH6,XZM,Smartphones,Western Digital,Lavender,Water Resistant,831.98,330,B000,W,6
B000HVKCRS,B000,H,HV,HVK,CRS,Smartphones,Huawei,Mustard,Kinetic Charging,2570.42,167,B000,H,K
B000F5HQFW,B000,F,F5,F5H,QFW,Smartphones,Fujifilm,Blue,Metal Build,1339.76,21,B000,F,H
B000ANF8D6,B000,A,AN,ANF,8D6,Smartphones,Google,Pearl,Biometric Security,1222.53,47,B000,A,F
B000EDZSW8,B000,E,ED,EDZ,SW8,Smartphones,Epson,Dark Blue,Zero Latency,165.22,150,B000,E,Z
B000850C28,B000,8,85,850,C28,Smartphones,Acer,Blue,Standard,2252.21,497,B000,8,0
B000RP25HY,B000,R,RP,RP2,5HY,Smartphones,Razer,Coral,High Refresh Rate,1771.73,296,B000,R,2
B000UTKDGW,B000,U,UT,UTK,DGW,Smartphones,Ulefone,Amber,Kinetic Charging,611.07,127,B000,U,K
B000DZZR32,B000,D,DZ,DZZ,R32,Smartphones,DJI,Ice Blue,Zero Latency,917.04,230,B000,D,Z
B000GYW9TA,B000,G,GY,GYW,9TA,Smartphones,GoPro,Olive,Waterproof,671.98,160,B000,G,W
B00081RYDM,B000,8,81,81R,YDM,Smartphones,Acer,White,Rugged Design,2283.05,420,B000,8,R
B00006B9EG,B000,0,06,06B,9EG,Smartphones,Generic,Green,OLED Display,2894.54,410,B000,0,B
B000O5ZG8M,B000,O,O5,O5Z,G8M,Smartphones,OnePlus,Blue,Zero Latency,730.63,257,B000,O,Z
B000MVDIQ0,B000,M,MV,MVD,IQ0,Smartphones,Motorola,Mustard,Gaming Optimized,2150.16,200,B000,M,D
B000VQYJ1O,B000,V,VQ,VQY,J1O,Smartphones,Vivo,Slate,Yoga Mode,927.4,255,B000,V,Y
B000KKGPRW,B000,K,KK,KKG,PRW,Smartphones,Kodak,Rose Gold,Ultra Light,2864.47,376,B000,K,G
B000YYTXTG,B000,Y,YY,YYT,XTG,Smartphones,Yamaha,Olive,Temperature Sensor,2473.28,405,B000,Y,T
B000E17BWK,B000,E,E1,E17,BWK,Smartphones,Epson,White,Foldable,2455.39,451,B000,E,7
B000SIHFJ8,B000,S,SI,SIH,FJ8,Smartphones,Sharp,Charcoal,Metal Build,539.62,79,B000,S,H
B000X4SRPS,B000,X,X4,X4S,RPS,Smartphones,Xiaomi,Red,Stereo Speakers,1575.78,56,B000,X,S
B000I21Z4U,B000,I,I2,I21,Z4U,Smartphones,Intel,Silver,Wireless Charging,2051.23,427,B000,I,1
B0000V1IZU,B000,0,0V,0V1,IZU,Smartphones,Generic,Mustard,Wireless Charging,1418.88,320,B000,0,1
B0009P3OGS,B000,9,9P,9P3,OGS,Smartphones,Microsoft,Coral,AMOLED Display,2830.38,46,B000,9,3
B000066S2R,B000,0,06,066,S2R,Smartphones,Generic,Green,Water Resistant,2396.03,352,B000,0,6
B000TM712E,B000,T,TM,TM7,12E,Smartphones,Toshiba,Burgundy,Foldable,1323.6,363,B000,T,7
B000M4CS5E,B000,M,M4,M4C,S5E,Smartphones,Motorola,Red,AI-enhanced,1144.46,28,B000,M,C
B00015H0WU,B000,1,15,15H,0WU,Smartphones,Apple,Blue,Metal Build,2962.3,444,B000,1,H
B00009R970,B000,0,09,09R,970,Smartphones,Generic,Brown,Rugged Design,784.52,42,B000,0,R
B000MNB8WO,B000,M,MN,MNB,8WO,Smartphones,Motorola,Pearl,OLED Display,69.81,241,B000,M,B
B000Q8Q000,B000,Q,Q8,Q8Q,000,Smartphones,Qualcomm,Pink,Quantum Display,815.69,308,B000,Q,Q
B000J1CCD8,B000,J,J1,J1C,CD8,Smartphones,JBL,White,AI-enhanced,2855.89,298,B000,J,C
B000IEQTVW,B000,I,IE,IEQ,TVW,Smartphones,Intel,Lime,Quantum Display,2902.7,250,B000,I,Q
B00006HSM2,B000,0,06,06H,SM2,Smartphones,Generic,Green,Metal Build,2855.38,229,B000,0,H
B00001SI8P,B000,0,01,01S,I8P,Smartphones,Generic,White,Stereo Speakers,640.14,225,B000,0,S
B000AUIM9G,B000,A,AU,AUI,M9G,Smartphones,Google,Emerald,Graphene Battery,2233.01,492,B000,A,I
B000VH9VAM,B000,V,VH,VH9,VAM,Smartphones,Vivo,Lavender,Pro Camera System,1754.55,189,B000,V,9
B000A3949K,B000,A,A3,A39,49K,Smartphones,Google,Gold,Pro Camera System,2700.17,105,B000,A,9
B0009M72LO,B000,9,9M,9M7,2LO,Smartphones,Microsoft,Burgundy,Foldable,2512.67,301,B000,9,7
B000F7BQZ6,B000,F,F7,F7B,QZ6,Smartphones,Fujifilm,Purple,OLED Display,1990.11,228,B000,F,B
B000853QIU,B000,8,85,853,QIU,Smartphones,Acer,Blue,AMOLED Display,802.46,118,B000,8,3
B0007SMQN4,B000,7,7S,7SM,QN4,Smartphones,Asus,Turquoise,MagSafe Compatible,825.15,160,B000,7,M
B000GYHRLA,B000,G,GY,GYH,RLA,Smartphones,GoPro,Olive,Metal Build,1086.7,287,B000,G,H
B00013G0X2,B000,1,13,13G,0X2,Smartphones,Apple,Gold,Ultra Light,328.68,89,B000,1,G
B000RNLD56,B000,R,RN,RNL,D56,Smartphones,Razer,Pearl,Long Battery Life,348.52,461,B000,R,L
B0004NE5KO,B000,4,4N,4NE,5KO,Smartphones,Dell,Pearl,Smart Assistant,1688.11,404,B000,4,E
B000SJ83E8,B000,S,SJ,SJ8,3E8,Smartphones,Sharp,Graphite,5G Enabled,1792.49,353,B000,S,8
B00005Y6P5,B000,0,05,05Y,6P5,Smartphones,Generic,Blue,Yoga Mode,401.36,408,B000,0,Y
B000DZCRPS,B000,D,DZ,DZC,RPS,Smartphones,DJI,Ice Blue,AI-enhanced,2528.86,131,B000,D,C
B00004ZBRV,B000,0,04,04Z,BRV,Smartphones,Generic,Red,Zero Latency,1499.07,303,B000,0,Z
B0000206CY,B000,0,02,020,6CY,Smartphones,Generic,Silver,Standard,214.5,337,B000,0,0
B000HHLM5S,B000,H,HH,HHL,M5S,Smartphones,Huawei,Lavender,Long Battery Life,2207.37,116,B000,H,L
B000NOP9EA,B000,N,NO,NOP,9EA,Smartphones,Nikon,Champagne,Performance Mode,2459.31,43,B000,N,P
B00007J5W6,B000,0,07,07J,5W6,Smartphones,Generic,Purple,JBL-Tuned Audio,386.85,469,B000,0,J
B000JJN07C,B000,J,JJ,JJN,07C,Smartphones,JBL,Graphite,Noise Reduction,1130.63,82,B000,J,N
B000NPCI0M,B000,N,NP,NPC,I0M,Smartphones,Nikon,Coral,AI-enhanced,2049.39,325,B000,N,C
B000WCP1YQ,B000,W,WC,WCP,1YQ,Smartphones,Western Digital,Cyan,Performance Mode,2769.23,16,B000,W,P
B000ZPONSK,B000,Z,ZP,ZPO,NSK,Smartphones,Zeiss,Coral,Optical Zoom,658.57,450,B000,Z,O
B0004002XQ,B000,4,40,400,2XQ,Smartphones,Dell,Black,Standard,2642.45,318,B000,4,0
B0002BBTCK,B000,2,2B,2BB,TCK,Smartphones,Samsung,Orange,OLED Display,923.08,88,B000,2,B
B00063XYZE,B000,6,63,63X,YZE,Smartphones,Lenovo,Gold,X-Ray Mode,957.64,290,B000,6,X
B00004SPT8,B000,0,04,04S,PT8,Smartphones,Generic,Red,Stereo Speakers,886.28,483,B000,0,S
B000DZTCTW,B000,D,DZ,DZT,CTW,Smartphones,DJI,Ice Blue,Temperature Sensor,2720.47,331,B000,D,T
B00005AY9J,B000,0,05,05A,Y9J,Smartphones,Generic,Blue,Touchscreen,2306.1,458,B000,0,A
B00009QOP8,B000,0,09,09Q,OP8,Smartphones,Generic,Brown,Quantum Display,219.89,449,B000,0,Q
B000MQNLCG,B000,M,MQ,MQN,LCG,Smartphones,Motorola,Slate,Noise Reduction,2776.45,260,B000,M,N
B000XCTJP2,B000,X,XC,XCT,JP2,Smartphones,Xiaomi,Cyan,Temperature Sensor,733.77,78,B000,X,T
B0009PRHOS,B000,9,9P,9PR,HOS,Smartphones,Microsoft,Coral,Rugged Design,206.82,431,B000,9,R
B000CS5ZXC,B000,C,CS,CS5,ZXC,Smartphones,Canon,Turquoise,Noise Cancellation,1579.64,1,B000,C,5
B0004EUTF8,B000,4,4E,4EU,TF8,Smartphones,Dell,Lime,Ultra HD,2653.32,39,B000,4,U
B00029U112,B000,2,29,29U,112,Smartphones,Samsung,Brown,Ultra HD,1111.92,324,B000,2,U
B0001D56SM,B000,1,1D,1D5,6SM,Smartphones,Apple,Dark Blue,Noise Cancellation,2651.98,493,B000,1,5
B000WHIRW4,B000,W,WH,WHI,RW4,Smartphones,Western Digital,Lavender,Graphene Battery,1212.11,289,B000,W,I
B000W4AF3G,B000,W,W4,W4A,F3G,Smartphones,Western Digital,Red,Touchscreen,861.95,19,B000,W,A
B000F9Q3PM,B000,F,F9,F9Q,3PM,Smartphones,Fujifilm,Brown,Quantum Display,2320.2,381,B000,F,Q
B000SRTOHU,B000,S,SR,SRT,OHU,Smartphones,Sharp,Titanium,Temperature Sensor,2661.95,386,B000,S,T
B00016W6NC,B000,1,16,16W,6NC,Smartphones,Apple,Green,Waterproof,495.52,176,B000,1,W
B00006HOLT,B000,0,06,06H,OLT,Smartphones,Generic,Green,Metal Build,379.89,157,B000,0,H
B000UZCR56,B000,U,UZ,UZC,R56,Smartphones,Ulefone,Ice Blue,AI-enhanced,2890.07,315,B000,U,C
B000X4553A,B000,X,X4,X45,53A,Smartphones,Xiaomi,Red,Noise Cancellation,558.11,366,B000,X,5
B00005UKA7,B000,0,05,05U,KA7,Smartphones,Generic,Blue,Ultra HD,113.29,304,B000,0,U
B00019AA5K,B000,1,19,19A,A5K,Smartphones,Apple,Brown,Touchscreen,1684.44,383,B000,1,A
B000E1EDGC,B000,E,E1,E1E,DGC,Smartphones,Epson,White,Smart Assistant,1054.1,417,B000,E,E
B000SKQZ3S,B000,S,SK,SKQ,Z3S,Smartphones,Sharp,Rose Gold,Quantum Display,713.53,491,B000,S,Q
B00024L6S4,B000,2,24,24L,6S4,Smartphones,Samsung,Red,Long Battery Life,50.48,335,B000,2,L
B000S5W7BC,B000,S,S5,S5W,7BC,Smartphones,Sharp,Blue,Waterproof,2956.24,378,B000,S,W
B000S9MBQO,B000,S,S9,S9M,BQO,Smartphones,Sharp,Brown,MagSafe Compatible,1233.74,375,B000,S,M
B0007L729Y,B000,7,7L,7L7,29Y,Smartphones,Asus,Navy,Foldable,2399.5,403,B000,7,7
B000OP4OV2,B000,O,OP,OP4,OV2,Smartphones,OnePlus,Coral,HDR Support,2595.72,265,B000,O,4
B000N7VPZO,B000,N,N7,N7V,PZO,Smartphones,Nikon,Purple,Voice Control,149.72,454,B000,N,V
B000234W1I,B000,2,23,234,W1I,Smartphones,Samsung,Gold,HDR Support,2693.06,76,B000,2,4
B000TAT6OC,B000,T,TA,TAT,6OC,Smartphones,Toshiba,Beige,Temperature Sensor,1511.22,410,B000,T,T
B000C46OCC,B000,C,C4,C46,OCC,Smartphones,Canon,Red,Water Resistant,2364.5,82,B000,C,6
B000G6U2W4,B000,G,G6,G6U,2W4,Smartphones,GoPro,Green,Ultra HD,373.25,185,B000,G,U
B00023DRK0,B000,2,23,23D,RK0,Smartphones,Samsung,Gold,Gaming Optimized,841.62,7,B000,2,D
B000KL35DI,B000,K,KL,KL3,5DI,Smartphones,Kodak,Navy,AMOLED Display,1130.85,369,B000,K,3
B00006BAEB,B000,0,06,06B,AEB,Smartphones,Generic,Green,OLED Display,1957.75,160,B000,0,B
B000HKIJ92,B000,H,HK,HKI,J92,Smartphones,Huawei,Rose Gold,Graphene Battery,2083.88,118,B000,H,I
B000AB3B0U,B000,A,AB,AB3,B0U,Smartphones,Google,Orange,AMOLED Display,1747.76,220,B000,A,3
B000LPWFFM,B000,L,LP,LPW,FFM,Smartphones,LG,Coral,Waterproof,2272.47,250,B000,L,W
B00006JPWY,B000,0,06,06J,PWY,Smartphones,Generic,Green,JBL-Tuned Audio,2438.26,372,B000,0,J
B000TDGIR2,B000,T,TD,TDG,IR2,Smartphones,Toshiba,Dark Blue,Ultra Light,1004.63,138,B000,T,G
B0000AE6AH,B000,0,0A,0AE,6AH,Smartphones,Generic,Beige,Smart Assistant,2239.12,482,B000,0,E
B00039RZ2E,B000,3,39,39R,Z2E,Smartphones,Sony,Brown,Rugged Design,271.09,289,B000,3,R
B000WM8LN4,B000,W,WM,WM8,LN4,Smartphones,Western Digital,Burgundy,5G Enabled,997.98,426,B000,W,8
B000P9MJ64,B000,P,P9,P9M,J64,Smartphones,Panasonic,Brown,MagSafe Compatible,686.16,286,B000,P,M
B00004ZCB4,B000,0,04,04Z,CB4,Smartphones,Generic,Red,Zero Latency,1245.87,444,B000,0,Z
B000GOF9YM,B000,G,GO,GOF,9YM,Smartphones,GoPro,Champagne,Biometric Security,2907.57,414,B000,G,F
B000Y1NKSY,B000,Y,Y1,Y1N,KSY,Smartphones,Yamaha,White,Noise Reduction,2205.67,346,B000,Y,N
B0002BEVR0,B000,2,2B,2BE,VR0,Smartphones,Samsung,Orange,Smart Assistant,844.88,427,B000,2,E
B000092TT2,B000,0,09,092,TT2,Smartphones,Generic,Brown,High Refresh Rate,1087.59,106,B000,0,2
B00009VQD5,B000,0,09,09V,QD5,Smartphones,Generic,Brown,Voice Control,363.4,223,B000,0,V
B000TJRG36,B000,T,TJ,TJR,G36,Smartphones,Toshiba,Graphite,Rugged Design,1442.52,21,B000,T,R
B000XJLPS4,B000,X,XJ,XJL,PS4,Smartphones,Xiaomi,Graphite,Long Battery Life,2542.47,491,B000,X,L
B000YIYOT6,B000,Y,YI,YIY,OT6,Smartphones,Yamaha,Charcoal,Yoga Mode,2652.42,115,B000,Y,Y
B000GJ5IZW,B000,G,GJ,GJ5,IZW,Smartphones,GoPro,Graphite,Noise Cancellation,2218.63,261,B000,G,5
B000302YQA,B000,3,30,302,YQA,Smartphones,Sony,Black,High Refresh Rate,286.68,175,B000,3,2
B000PSJZL2,B000,P,PS,PSJ,ZL2,Smartphones,Panasonic,Turquoise,JBL-Tuned Audio,973.74,282,B000,P,J
B0000AZJYC,B000,0,0A,0AZ,JYC,Smartphones,Generic,Beige,Zero Latency,415.77,480,B000,0,Z
B000IBNMCE,B000,I,IB,IBN,MCE,Smartphones,Intel,Orange,Noise Reduction,1215.33,306,B000,I,N
B000KK7FTO,B000,K,KK,KK7,FTO,Smartphones,Kodak,Rose Gold,Foldable,2078.03,156,B000,K,7
B000E2D4ZW,B000,E,E2,E2D,4ZW,Smartphones,Epson,Silver,Gaming Optimized,942.79,439,B000,E,D
B000YJ8X3S,B000,Y,YJ,YJ8,X3S,Smartphones,Yamaha,Graphite,5G Enabled,1914.22,388,B000,Y,8
B00081A2CW,B000,8,81,81A,2CW,Smartphones,Acer,White,Touchscreen,1688.42,380,B000,8,A
B000WU7QYG,B000,W,WU,WU7,QYG,Smartphones,Western Digital,Emerald,Foldable,83.89,105,B000,W,7
B00000J1UY,B000,0,00,00J,1UY,Smartphones,Generic,Black,JBL-Tuned Audio,1092.82,288,B000,0,J
B00000J4ER,B000,0,00,00J,4ER,Smartphones,Generic,Black,JBL-Tuned Audio,369.67,304,B000,0,J
B000JKK146,B000,J,JK,JKK,146,Smartphones,JBL,Rose Gold,Kinetic Charging,963.33,382,B000,J,K
B000K6IGVO,B000,K,K6,K6I,GVO,Smartphones,Kodak,Green,Graphene Battery,2571.07,371,B000,K,I
B000S8BOU4,B000,S,S8,S8B,OU4,Smartphones,Sharp,Pink,OLED Display,1971.06,259,B000,S,B
B000LTLGMQ,B000,L,LT,LTL,GMQ,Smartphones,LG,Amber,Long Battery Life,539.2,315,B000,L,L
B0009PUR5O,B000,9,9P,9PU,R5O,Smartphones,Microsoft,Coral,Ultra HD,269.86,437,B000,9,U
B0003ZZVV0,B000,3,3Z,3ZZ,VV0,Smartphones,Sony,Ice Blue,Zero Latency,124.19,234,B000,3,Z
B000LQKA6C,B000,L,LQ,LQK,A6C,Smartphones,LG,Slate,Kinetic Charging,2330.9,391,B000,L,K
